"case","event","startTime","completeTime","enddate_planned","enddate","responsible","channel","startdate","department","deadline","group","addedCost","cost","org:resource","org:group"
"case_100301","Confirmation of receipt","2011/11/28 08:15:12.675","2011/11/28 08:15:12.675","2012/01/09 23:00:00.010","2012/01/09 15:36:35.304","Resource06","Internet","2011/11/15 00:06:40.010","General","2012/01/09 23:00:00.000","Group 5",,"<1000","Resource06","EMPTY"
"case_100301","T02 Check confirmation of receipt","2011/11/28 08:31:16.975","2011/11/28 08:31:16.975","2012/01/09 23:00:00.010","2012/01/09 15:36:35.304","Resource06","Internet","2011/11/15 00:06:40.010","General","2012/01/09 23:00:00.000","Group 5",,"<1000","Resource06","Group 4"
"case_100301","T04 Determine confirmation of receipt","2011/11/28 08:31:39.371","2011/11/28 08:31:39.371","2012/01/09 23:00:00.010","2012/01/09 15:36:35.304","Resource06","Internet","2011/11/15 00:06:40.010","General","2012/01/09 23:00:00.000","Group 5",,"<1000","Resource06","Group 3"
"case_100301","T05 Print and send confirmation of receipt","2011/11/28 08:31:58.732","2011/11/28 08:31:58.732","2012/01/09 23:00:00.010","2012/01/09 15:36:35.304","Resource06","Internet","2011/11/15 00:06:40.010","General","2012/01/09 23:00:00.000","Group 5",,"<1000","Resource06","Group 2"
"case_100301","T06 Determine necessity of stop advice","2011/11/28 08:32:25.848","2011/11/28 08:32:25.848","2012/01/09 23:00:00.010","2012/01/09 15:36:35.304","Resource06","Internet","2011/11/15 00:06:40.010","General","2012/01/09 23:00:00.000","Group 5",,"<1000","Resource06","Group 1"
"case_100301","T10 Determine necessity to stop indication","2011/11/28 08:32:46.412","2011/11/28 08:32:46.412","2012/01/09 23:00:00.010","2012/01/09 15:36:35.304","Resource06","Internet","2011/11/15 00:06:40.010","General","2012/01/09 23:00:00.000","Group 5",,"<1000","Resource06","Group 1"
"case_100302","Confirmation of receipt","2011/11/18 09:39:14.337","2011/11/18 09:39:14.337","2012/01/10 00:06:40.010","2011/11/18 10:14:22.481","Resource03","Internet","2011/11/15 00:06:40.010","General","2012/01/10 00:06:40.000","Group 2",,"<1000","Resource03","EMPTY"
"case_100302","T02 Check confirmation of receipt","2011/11/18 09:39:34.311","2011/11/18 09:39:34.311","2012/01/10 00:06:40.010","2011/11/18 10:14:22.481","Resource03","Internet","2011/11/15 00:06:40.010","General","2012/01/10 00:06:40.000","Group 2",,"<1000","Resource03","Group 4"
"case_100302","T04 Determine confirmation of receipt","2011/11/18 09:58:40.012","2011/11/18 09:58:40.012","2012/01/10 00:06:40.010","2011/11/18 10:14:22.481","Resource03","Internet","2011/11/15 00:06:40.010","General","2012/01/10 00:06:40.000","Group 2",,"<1000","Resource03","Group 3"
"case_100302","T05 Print and send confirmation of receipt","2011/11/18 10:13:53.173","2011/11/18 10:13:53.173","2012/01/10 00:06:40.010","2011/11/18 10:14:22.481","Resource03","Internet","2011/11/15 00:06:40.010","General","2012/01/10 00:06:40.000","Group 2",,"<1000","Resource03","Group 2"
"case_100302","T06 Determine necessity of stop advice","2011/11/18 10:14:23.398","2011/11/18 10:14:23.398","2012/01/10 00:06:40.010","2011/11/18 10:14:22.481","Resource03","Internet","2011/11/15 00:06:40.010","General","2012/01/10 00:06:40.000","Group 2",,"<1000","admin2","Group 1"
"case_100303","Confirmation of receipt","2012/01/09 10:31:41.636","2012/01/09 10:31:41.636","2012/02/21 23:00:00.010",,"Resource02","Internet","2011/11/15 00:06:40.010","General","2012/02/21 23:00:00.000","Group 5",,"<1000","Resource02","EMPTY"
"case_100303","T02 Check confirmation of receipt","2012/01/09 10:32:15.732","2012/01/09 10:32:15.732","2012/02/21 23:00:00.010",,"Resource02","Internet","2011/11/15 00:06:40.010","General","2012/02/21 23:00:00.000","Group 5",,"<1000","Resource02","Group 4"
"case_100303","T04 Determine confirmation of receipt","2012/01/09 10:32:51.848","2012/01/09 10:32:51.848","2012/02/21 23:00:00.010",,"Resource02","Internet","2011/11/15 00:06:40.010","General","2012/02/21 23:00:00.000","Group 5",,"<1000","Resource02","Group 3"
"case_100303","T05 Print and send confirmation of receipt","2012/01/09 10:33:18.309","2012/01/09 10:33:18.309","2012/02/21 23:00:00.010",,"Resource02","Internet","2011/11/15 00:06:40.010","General","2012/02/21 23:00:00.000","Group 5",,"<1000","Resource02","Group 2"
"case_100304","Confirmation of receipt","2012/01/09 11:11:30.587","2012/01/09 11:11:30.587","2012/02/21 23:00:00.010",,"Resource02","Internet","2011/11/15 00:06:40.010","General","2012/02/21 23:00:00.000","Group 5",,"<1000","Resource02","EMPTY"
"case_100304","T02 Check confirmation of receipt","2012/01/09 11:12:07.726","2012/01/09 11:12:07.726","2012/02/21 23:00:00.010",,"Resource02","Internet","2011/11/15 00:06:40.010","General","2012/02/21 23:00:00.000","Group 5",,"<1000","Resource02","Group 4"
"case_100304","T04 Determine confirmation of receipt","2012/01/09 11:12:57.161","2012/01/09 11:12:57.161","2012/02/21 23:00:00.010",,"Resource02","Internet","2011/11/15 00:06:40.010","General","2012/02/21 23:00:00.000","Group 5",,"<1000","Resource02","Group 3"
"case_100304","T05 Print and send confirmation of receipt","2012/01/09 11:13:51.633","2012/01/09 11:13:51.633","2012/02/21 23:00:00.010",,"Resource02","Internet","2011/11/15 00:06:40.010","General","2012/02/21 23:00:00.000","Group 5",,"<1000","Resource02","Group 2"
"case_100305","Confirmation of receipt","2011/11/18 11:02:46.930","2011/11/18 11:02:46.930","2012/01/11 00:06:40.010","2011/12/07 08:56:05.674","Resource11","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 8",,"<1000","Resource03","EMPTY"
"case_100305","T02 Check confirmation of receipt","2011/11/18 11:03:07.303","2011/11/18 11:03:07.303","2012/01/11 00:06:40.010","2011/12/07 08:56:05.674","Resource11","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 8",,"<1000","Resource03","Group 4"
"case_100305","T04 Determine confirmation of receipt","2011/11/18 11:03:27.687","2011/11/18 11:03:27.687","2012/01/11 00:06:40.010","2011/12/07 08:56:05.674","Resource11","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 8",,"<1000","Resource03","Group 3"
"case_100305","T05 Print and send confirmation of receipt","2011/11/18 11:03:42.380","2011/11/18 11:03:42.380","2012/01/11 00:06:40.010","2011/12/07 08:56:05.674","Resource11","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 8",,"<1000","Resource03","Group 2"
"case_100305","T06 Determine necessity of stop advice","2011/11/18 11:04:04.405","2011/11/18 11:04:04.405","2012/01/11 00:06:40.010","2011/12/07 08:56:05.674","Resource11","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 8",,"<1000","Resource03","Group 1"
"case_100305","T10 Determine necessity to stop indication","2011/11/18 11:04:25.848","2011/11/18 11:04:25.848","2012/01/11 00:06:40.010","2011/12/07 08:56:05.674","Resource11","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 8",,"<1000","Resource03","Group 1"
"case_100306","Confirmation of receipt","2011/12/01 13:44:04.954","2011/12/01 13:44:04.954","2012/02/22 23:00:00.010",,"Resource02","Internet","2011/11/16 00:06:40.010","General","2012/02/22 23:00:00.000","Group 5",,"<1000","Resource02","EMPTY"
"case_100306","T02 Check confirmation of receipt","2011/12/01 13:44:34.050","2011/12/01 13:44:34.050","2012/02/22 23:00:00.010",,"Resource02","Internet","2011/11/16 00:06:40.010","General","2012/02/22 23:00:00.000","Group 5",,"<1000","Resource02","Group 4"
"case_100306","T04 Determine confirmation of receipt","2011/12/01 13:44:57.380","2011/12/01 13:44:57.380","2012/02/22 23:00:00.010",,"Resource02","Internet","2011/11/16 00:06:40.010","General","2012/02/22 23:00:00.000","Group 5",,"<1000","Resource02","Group 3"
"case_100306","T05 Print and send confirmation of receipt","2011/12/01 13:45:21.242","2011/12/01 13:45:21.242","2012/02/22 23:00:00.010",,"Resource02","Internet","2011/11/16 00:06:40.010","General","2012/02/22 23:00:00.000","Group 5",,"<1000","Resource02","Group 2"
"case_100306","T06 Determine necessity of stop advice","2011/12/01 13:47:15.322","2011/12/01 13:47:15.322","2012/02/22 23:00:00.010",,"Resource02","Internet","2011/11/16 00:06:40.010","General","2012/02/22 23:00:00.000","Group 5",,"<1000","Resource02","Group 1"
"case_100306","T10 Determine necessity to stop indication","2011/12/01 13:47:58.903","2011/12/01 13:47:58.903","2012/02/22 23:00:00.010",,"Resource02","Internet","2011/11/16 00:06:40.010","General","2012/02/22 23:00:00.000","Group 5",,"<1000","Resource02","Group 1"
"case_100307","Confirmation of receipt","2011/11/22 08:52:39.368","2011/11/22 08:52:39.368","2012/01/11 00:06:40.010","2011/11/22 09:25:17.026","Resource03","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 2",,"<1000","Resource03","EMPTY"
"case_100307","T02 Check confirmation of receipt","2011/11/22 08:53:28.689","2011/11/22 08:53:28.689","2012/01/11 00:06:40.010","2011/11/22 09:25:17.026","Resource03","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 2",,"<1000","Resource03","Group 4"
"case_100307","T04 Determine confirmation of receipt","2011/11/22 08:53:51.826","2011/11/22 08:53:51.826","2012/01/11 00:06:40.010","2011/11/22 09:25:17.026","Resource03","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 2",,"<1000","Resource03","Group 3"
"case_100307","T05 Print and send confirmation of receipt","2011/11/22 08:54:27.929","2011/11/22 08:54:27.929","2012/01/11 00:06:40.010","2011/11/22 09:25:17.026","Resource03","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 2",,"<1000","Resource03","Group 2"
"case_100307","T06 Determine necessity of stop advice","2011/11/22 08:55:09.933","2011/11/22 08:55:09.933","2012/01/11 00:06:40.010","2011/11/22 09:25:17.026","Resource03","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 2",,"<1000","Resource03","Group 1"
"case_100307","T10 Determine necessity to stop indication","2011/11/22 08:55:54.193","2011/11/22 08:55:54.193","2012/01/11 00:06:40.010","2011/11/22 09:25:17.026","Resource03","Internet","2011/11/16 00:06:40.010","General","2012/01/11 00:06:40.000","Group 2",,"<1000","Resource03","Group 1"
"case_100308","Confirmation of receipt","2011/11/18 13:15:41.322","2011/11/18 13:15:41.322","2012/01/12 00:06:40.010","2011/12/13 06:56:25.045","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/12 00:06:40.000","Group 8",,"<1000","Resource03","EMPTY"
"case_100308","T02 Check confirmation of receipt","2011/11/18 13:16:05.061","2011/11/18 13:16:05.061","2012/01/12 00:06:40.010","2011/12/13 06:56:25.045","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/12 00:06:40.000","Group 8",,"<1000","Resource03","Group 4"
"case_100308","T04 Determine confirmation of receipt","2011/11/18 13:16:21.225","2011/11/18 13:16:21.225","2012/01/12 00:06:40.010","2011/12/13 06:56:25.045","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/12 00:06:40.000","Group 8",,"<1000","Resource03","Group 3"
"case_100308","T05 Print and send confirmation of receipt","2011/11/18 13:17:48.146","2011/11/18 13:17:48.146","2012/01/12 00:06:40.010","2011/12/13 06:56:25.045","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/12 00:06:40.000","Group 8",,"<1000","Resource03","Group 2"
"case_100308","T06 Determine necessity of stop advice","2011/11/18 13:18:13.728","2011/11/18 13:18:13.728","2012/01/12 00:06:40.010","2011/12/13 06:56:25.045","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/12 00:06:40.000","Group 8",,"<1000","Resource03","Group 1"
"case_100308","T10 Determine necessity to stop indication","2011/11/18 13:18:48.561","2011/11/18 13:18:48.561","2012/01/12 00:06:40.010","2011/12/13 06:56:25.045","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/12 00:06:40.000","Group 8",,"<1000","Resource03","Group 1"
"case_100309","Confirmation of receipt","2011/11/18 13:41:16.794","2011/11/18 13:41:16.794","2012/01/11 23:00:00.010","2011/12/23 14:10:40.223","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","EMPTY"
"case_100309","T02 Check confirmation of receipt","2011/11/18 13:41:39.728","2011/11/18 13:41:39.728","2012/01/11 23:00:00.010","2011/12/23 14:10:40.223","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","Group 4"
"case_100309","T04 Determine confirmation of receipt","2011/11/18 13:41:55.081","2011/11/18 13:41:55.081","2012/01/11 23:00:00.010","2011/12/23 14:10:40.223","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","Group 3"
"case_100309","T05 Print and send confirmation of receipt","2011/11/18 13:42:12.895","2011/11/18 13:42:12.895","2012/01/11 23:00:00.010","2011/12/23 14:10:40.223","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","Group 2"
"case_100309","T06 Determine necessity of stop advice","2011/11/18 13:54:15.830","2011/11/18 13:54:15.830","2012/01/11 23:00:00.010","2011/12/23 14:10:40.223","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","Group 1"
"case_100309","T10 Determine necessity to stop indication","2011/11/18 14:01:23.990","2011/11/18 14:01:23.990","2012/01/11 23:00:00.010","2011/12/23 14:10:40.223","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","Group 1"
"case_100310","Confirmation of receipt","2011/11/18 14:22:24.611","2011/11/18 14:22:24.611","2012/01/11 23:00:00.010","2011/12/23 14:35:14.426","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","EMPTY"
"case_100310","T02 Check confirmation of receipt","2011/11/18 14:22:42.192","2011/11/18 14:22:42.192","2012/01/11 23:00:00.010","2011/12/23 14:35:14.426","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","Group 4"
"case_100310","T04 Determine confirmation of receipt","2011/11/18 14:22:57.393","2011/11/18 14:22:57.393","2012/01/11 23:00:00.010","2011/12/23 14:35:14.426","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","Group 3"
"case_100310","T05 Print and send confirmation of receipt","2011/11/18 14:23:20.869","2011/11/18 14:23:20.869","2012/01/11 23:00:00.010","2011/12/23 14:35:14.426","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","Group 2"
"case_100310","T06 Determine necessity of stop advice","2011/11/18 14:23:34.611","2011/11/18 14:23:34.611","2012/01/11 23:00:00.010","2011/12/23 14:35:14.426","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","Group 1"
"case_100310","T10 Determine necessity to stop indication","2011/11/18 14:24:52.767","2011/11/18 14:24:52.767","2012/01/11 23:00:00.010","2011/12/23 14:35:14.426","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource03","Group 1"
"case_100311","Confirmation of receipt","2011/12/15 10:25:23.298","2011/12/15 10:25:23.298","2012/01/11 23:00:00.010","2012/01/16 14:09:57.947","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100311","T02 Check confirmation of receipt","2011/12/15 10:26:04.272","2011/12/15 10:26:04.272","2012/01/11 23:00:00.010","2012/01/16 14:09:57.947","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100311","T04 Determine confirmation of receipt","2011/12/15 10:26:41.370","2011/12/15 10:26:41.370","2012/01/11 23:00:00.010","2012/01/16 14:09:57.947","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100311","T05 Print and send confirmation of receipt","2011/12/15 10:27:17.646","2011/12/15 10:27:17.646","2012/01/11 23:00:00.010","2012/01/16 14:09:57.947","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100311","T06 Determine necessity of stop advice","2011/12/15 10:29:36.267","2011/12/15 10:29:36.267","2012/01/11 23:00:00.010","2012/01/16 14:09:57.947","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource13","Group 1"
"case_100311","T10 Determine necessity to stop indication","2011/12/15 10:30:06.832","2011/12/15 10:30:06.832","2012/01/11 23:00:00.010","2012/01/16 14:09:57.947","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource13","Group 1"
"case_100312","Confirmation of receipt","2011/11/28 08:50:57.605","2011/11/28 08:50:57.605","2012/01/04 00:06:40.010","2011/11/30 15:08:40.943","Resource05","Internet","2011/11/09 00:06:40.010","General","2012/01/04 00:06:40.000","Group 5",,"<1000","Resource05","EMPTY"
"case_100312","T06 Determine necessity of stop advice","2011/11/28 08:51:19.170","2011/11/28 08:51:19.170","2012/01/04 00:06:40.010","2011/11/30 15:08:40.943","Resource05","Internet","2011/11/09 00:06:40.010","General","2012/01/04 00:06:40.000","Group 5",,"<1000","Resource05","Group 1"
"case_100312","T02 Check confirmation of receipt","2011/11/28 08:51:59.079","2011/11/28 08:51:59.079","2012/01/04 00:06:40.010","2011/11/30 15:08:40.943","Resource05","Internet","2011/11/09 00:06:40.010","General","2012/01/04 00:06:40.000","Group 5",,"<1000","Resource05","Group 4"
"case_100312","T04 Determine confirmation of receipt","2011/11/28 08:52:31.415","2011/11/28 08:52:31.415","2012/01/04 00:06:40.010","2011/11/30 15:08:40.943","Resource05","Internet","2011/11/09 00:06:40.010","General","2012/01/04 00:06:40.000","Group 5",,"<1000","Resource05","Group 3"
"case_100312","T05 Print and send confirmation of receipt","2011/11/28 08:52:48.615","2011/11/28 08:52:48.615","2012/01/04 00:06:40.010","2011/11/30 15:08:40.943","Resource05","Internet","2011/11/09 00:06:40.010","General","2012/01/04 00:06:40.000","Group 5",,"<1000","Resource05","Group 2"
"case_100312","T10 Determine necessity to stop indication","2011/11/28 08:53:34.153","2011/11/28 08:53:34.153","2012/01/04 00:06:40.010","2011/11/30 15:08:40.943","Resource05","Internet","2011/11/09 00:06:40.010","General","2012/01/04 00:06:40.000","Group 5",,"<1000","Resource05","Group 1"
"case_100313","Confirmation of receipt","2011/11/17 14:11:00.004","2011/11/17 14:11:00.004","2011/12/27 23:00:00.010","2011/12/07 08:39:48.523","Resource11","Internet","2011/11/01 23:00:00.010","General","2011/12/27 23:00:00.000","Group 8",,"<1000","Resource03","Group 1"
"case_100313","T02 Check confirmation of receipt","2011/11/17 14:11:23.105","2011/11/17 14:11:23.105","2011/12/27 23:00:00.010","2011/12/07 08:39:48.523","Resource11","Internet","2011/11/01 23:00:00.010","General","2011/12/27 23:00:00.000","Group 8",,"<1000","Resource03","Group 4"
"case_100313","T04 Determine confirmation of receipt","2011/11/17 14:11:43.109","2011/11/17 14:11:43.109","2011/12/27 23:00:00.010","2011/12/07 08:39:48.523","Resource11","Internet","2011/11/01 23:00:00.010","General","2011/12/27 23:00:00.000","Group 8",,"<1000","Resource03","Group 3"
"case_100313","T05 Print and send confirmation of receipt","2011/11/17 14:12:03.851","2011/11/17 14:12:03.851","2011/12/27 23:00:00.010","2011/12/07 08:39:48.523","Resource11","Internet","2011/11/01 23:00:00.010","General","2011/12/27 23:00:00.000","Group 8",,"<1000","Resource03","Group 2"
"case_100313","T06 Determine necessity of stop advice","2011/11/17 14:16:28.264","2011/11/17 14:16:28.264","2011/12/27 23:00:00.010","2011/12/07 08:39:48.523","Resource11","Internet","2011/11/01 23:00:00.010","General","2011/12/27 23:00:00.000","Group 8",,"<1000","Resource03","Group 1"
"case_100313","T10 Determine necessity to stop indication","2011/11/17 14:16:57.113","2011/11/17 14:16:57.113","2011/12/27 23:00:00.010","2011/12/07 08:39:48.523","Resource11","Internet","2011/11/01 23:00:00.010","General","2011/12/27 23:00:00.000","Group 8",,"<1000","Resource03","Group 1"
"case_100314","Confirmation of receipt","2011/11/30 20:02:08.700","2011/11/30 20:02:08.700","2012/01/11 23:00:00.010","2012/01/19 13:41:04.746","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/02/14 23:00:00.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100314","T02 Check confirmation of receipt","2011/11/30 20:02:49.223","2011/11/30 20:02:49.223","2012/01/11 23:00:00.010","2012/01/19 13:41:04.746","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/02/14 23:00:00.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100314","T04 Determine confirmation of receipt","2011/11/30 20:03:54.644","2011/11/30 20:03:54.644","2012/01/11 23:00:00.010","2012/01/19 13:41:04.746","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/02/14 23:00:00.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100314","T05 Print and send confirmation of receipt","2011/11/30 20:04:57.092","2011/11/30 20:04:57.092","2012/01/11 23:00:00.010","2012/01/19 13:41:04.746","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/02/14 23:00:00.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100314","T06 Determine necessity of stop advice","2011/11/30 20:05:25.227","2011/11/30 20:05:25.227","2012/01/11 23:00:00.010","2012/01/19 13:41:04.746","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/02/14 23:00:00.000","Group 5",,"<1000","Resource13","Group 1"
"case_100314","T10 Determine necessity to stop indication","2011/11/30 20:05:48.871","2011/11/30 20:05:48.871","2012/01/11 23:00:00.010","2012/01/19 13:41:04.746","Resource13","Internet","2011/11/17 00:06:40.010","General","2012/02/14 23:00:00.000","Group 5",,"<1000","Resource13","Group 1"
"case_100315","Confirmation of receipt","2011/12/22 11:44:26.417","2011/12/22 11:44:26.417","2012/01/11 23:00:00.010","2012/01/18 10:59:00.881","Resource09","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource09","EMPTY"
"case_100315","T02 Check confirmation of receipt","2011/12/22 11:45:02.538","2011/12/22 11:45:02.538","2012/01/11 23:00:00.010","2012/01/18 10:59:00.881","Resource09","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource09","Group 4"
"case_100315","T04 Determine confirmation of receipt","2011/12/22 11:45:30.961","2011/12/22 11:45:30.961","2012/01/11 23:00:00.010","2012/01/18 10:59:00.881","Resource09","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource09","Group 3"
"case_100315","T06 Determine necessity of stop advice","2011/12/22 11:46:05.225","2011/12/22 11:46:05.225","2012/01/11 23:00:00.010","2012/01/18 10:59:00.881","Resource09","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource09","Group 1"
"case_100315","T10 Determine necessity to stop indication","2011/12/22 11:46:51.746","2011/12/22 11:46:51.746","2012/01/11 23:00:00.010","2012/01/18 10:59:00.881","Resource09","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource09","Group 1"
"case_100315","T05 Print and send confirmation of receipt","2011/12/22 11:47:21.763","2011/12/22 11:47:21.763","2012/01/11 23:00:00.010","2012/01/18 10:59:00.881","Resource09","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 5",,"<1000","Resource09","Group 2"
"case_100316","Confirmation of receipt","2011/11/24 14:28:31.455","2011/11/24 14:28:31.455","2012/01/11 23:00:00.010","2011/12/23 09:01:29.356","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource01","EMPTY"
"case_100316","T02 Check confirmation of receipt","2011/11/24 14:28:49.749","2011/11/24 14:28:49.749","2012/01/11 23:00:00.010","2011/12/23 09:01:29.356","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource01","Group 4"
"case_100316","T04 Determine confirmation of receipt","2011/11/24 14:29:09.116","2011/11/24 14:29:09.116","2012/01/11 23:00:00.010","2011/12/23 09:01:29.356","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource01","Group 3"
"case_100316","T05 Print and send confirmation of receipt","2011/11/24 14:29:25.785","2011/11/24 14:29:25.785","2012/01/11 23:00:00.010","2011/12/23 09:01:29.356","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource01","Group 2"
"case_100316","T06 Determine necessity of stop advice","2011/11/24 14:29:52.922","2011/11/24 14:29:52.922","2012/01/11 23:00:00.010","2011/12/23 09:01:29.356","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource01","Group 1"
"case_100316","T10 Determine necessity to stop indication","2011/11/24 14:30:19.049","2011/11/24 14:30:19.049","2012/01/11 23:00:00.010","2011/12/23 09:01:29.356","Resource11","Internet","2011/11/17 00:06:40.010","General","2012/01/11 23:00:00.000","Group 8",,"<1000","Resource01","Group 1"
"case_100317","Confirmation of receipt","2011/11/24 14:17:03.683","2011/11/24 14:17:03.683","2012/01/12 23:00:00.010","2011/12/23 10:25:49.557","Resource11","Internet","2011/11/18 00:06:40.010","General","2012/01/12 23:00:00.000","Group 8",,"<1000","Resource01","EMPTY"
"case_100317","T06 Determine necessity of stop advice","2011/11/24 14:17:28.049","2011/11/24 14:17:28.049","2012/01/12 23:00:00.010","2011/12/23 10:25:49.557","Resource11","Internet","2011/11/18 00:06:40.010","General","2012/01/12 23:00:00.000","Group 8",,"<1000","Resource01","Group 1"
"case_100317","T02 Check confirmation of receipt","2011/11/24 14:17:45.367","2011/11/24 14:17:45.367","2012/01/12 23:00:00.010","2011/12/23 10:25:49.557","Resource11","Internet","2011/11/18 00:06:40.010","General","2012/01/12 23:00:00.000","Group 8",,"<1000","Resource01","Group 4"
"case_100317","T04 Determine confirmation of receipt","2011/11/24 14:18:11.416","2011/11/24 14:18:11.416","2012/01/12 23:00:00.010","2011/12/23 10:25:49.557","Resource11","Internet","2011/11/18 00:06:40.010","General","2012/01/12 23:00:00.000","Group 8",,"<1000","Resource01","Group 3"
"case_100317","T05 Print and send confirmation of receipt","2011/11/24 14:18:29.633","2011/11/24 14:18:29.633","2012/01/12 23:00:00.010","2011/12/23 10:25:49.557","Resource11","Internet","2011/11/18 00:06:40.010","General","2012/01/12 23:00:00.000","Group 8",,"<1000","Resource01","Group 2"
"case_100317","T10 Determine necessity to stop indication","2011/11/24 14:18:46.116","2011/11/24 14:18:46.116","2012/01/12 23:00:00.010","2011/12/23 10:25:49.557","Resource11","Internet","2011/11/18 00:06:40.010","General","2012/01/12 23:00:00.000","Group 8",,"<1000","Resource01","Group 1"
"case_100319","Confirmation of receipt","2012/01/17 10:24:14.147","2012/01/17 10:24:14.147","2012/02/26 23:00:00.010",,"Resource02","Internet","2011/11/21 00:06:40.010","General","2012/02/26 23:00:00.000","Group 5",,"<1000","Resource02","EMPTY"
